Brunei Darussalam,BRN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41394271,4.952478019,5.048772651,6.233570391,5.924630112,6.6117056,7.530244676,6.538898393,8.013737704,7.015197896,10.01785033,8.527339576,9.249166293,9.365507829,7.682696858,8.346577891,9.030990682,7.51946727,8.41593234,9.235527025,,,,,
Botswana,BWA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.50161294,25.55719349,27.84554007,23.68479922,19.91674392,16.76579585,14.93710789,,,,,,,,,,26.93255733,25.71281584,27.37420135,27.28606517,23.60441793,23.16799615,26.85082577,,
Central African Republic,CAF,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.211979957,,,,8.284358024,8.217248326,9.061926266,8.29724754,9.392467839,,
Canada,CAN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.41767143,14.33104429,13.67189179,13.07866808,13.31382325,13.90406092,14.59151545,14.69729381,14.72807171,14.88533899,14.20651378,13.39717786,13.24810148,13.36260064,13.30982874,13.36208716,13.30401924,12.39386227,12.25649418,11.81591583,11.70232361,11.77858557,11.71566537,11.81540392
Central Europe and the Baltics,CEB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38666982,19.8438896,17.97938932,17.41925347,17.36390982,16.49620208,16.00360643,15.36308638,15.60723999,16.86271606,16.27717955,16.46898728,16.53369517,17.06362197,17.12741156,15.72084874,15.8023333,15.85962878,15.8663199,15.82335782,16.52683822
Switzerland,CHE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,7.528546277,7.544374084,7.846981598,7.882878198,8.045341289,7.920750488,8.578568773,8.224851561,8.608865302,8.078478212,8.154453445,7.90683807,8.063877773,7.432952457,7.972939181,8.050379175,8.475256096,8.425083067,9.388801756,9.006715988,10.1999013,9.187307825,9.158196612,9.166634006,9.183938526,9.384910785,9.480157273,9.309408611,9.960519435,9.820294445,9.634188258,9.759124063,9.505167164,9.571108268,
Channel Islands,CHI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,16.64724488,17.8871068,17.04679944,21.72932669,19.30177791,19.60341447,19.39714425,18.8750346,20.0582153,21.27007738,20.55410368,19.40155767,20.43409913,19.46952094,19.16495891,17.89657465,15.19030953,14.67735707,13.96306108,15.81770761,16.2726503,16.86319199,16.15002358,15.54475727,16.65519053,16.33755571,16.29221484,15.63278925,15.85384188,15.73276089,15.91690397,15.49886795,16.17072827,17.81657555,19.50665298,20.31834094,18.71309109,14.55962708,17.43624297,18.96572658,19.13027425,17.46890192,17.0887597
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.634844682,9.131402402,9.846980368,10.18092721,10.39560134,10.29237221,10.39409779,,,
Cote d'Ivoire,CIV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01090743,,,,,18.81907459,,,,,,14.31030335,14.63369618,13.3776189,14.19479364,13.88408806,14.65785867,15.05841675,15.05350275,14.59903171,14.32551466,10.93161991,14.25743248,14.52951117,14.40723974
Cameroon,CMR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76735862,8.905155245,9.753700886,8.357873102,7.279760979,8.60128772,,,11.14502309,11.19808713,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,16.79227053,15.4718543,24.99645138,20.37712895,,,,,25.43007769,,,,,,,,,,,,14.69603297,11.73529799,8.275988436,11.24313577,11.13103024,7.618204618,10.90253021,7.771337887,,9.215640922,8.361449231,8.702773947,7.849247686,6.243112413,5.790827685,6.602597478,5.946111597,8.40495222,7.595976987,,,,
Colombia,COL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.74373215,13.47692128,11.21975419,,,11.25882686,,,,,12.93561105,12.59804279,12.12291329,14.55540092,13.27213342,13.35035897,14.69334249
Comoros,COM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.07697136,22.74444386,20.90676315,21.28379768,18.42064171,,,,,
Costa Rica,CRI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,11.44136907,12.49704782,13.620164,12.43707088,12.1882799,12.3050282,12.65156228,11.8839706,11.61681397,12.38120078,12.65574835,12.04338596,11.72651219,10.84507637,10.69465996,11.20148191,11.18866334,10.48059802,10.07359341,10.63620396,11.96318399,11.96606009,11.50318426,12.094865,12.46688458,12.4023976,12.44420058,11.85194003,12.08863269,13.01288541,13.15735569,13.39423927,13.36973417,13.68978079,13.9564297,15.17400978,15.724566,13.79461507,13.43794885,13.69757213,13.66392219,13.88359972,13.69421899
Caribbean small states,CSS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.51708426,20.75691909,22.39181675,22.97311873,25.0438182,26.57228182,25.37570443,27.06827759,25.09281819,25.30962014,,,,
Cuba,CUB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,13.38910416,12.12039578,13.23091413,13.5794674,14.19974579,14.78758357,13.79337865,14.24138954,15.40599949,16.13204632,16.55646917,16.70123085,16.33131155,17.38664219,18.35703743,30.80590284,29.01243177,30.86814909,33.24434306,35.54473205,31.55617672,30.55346963,29.37969314,31.41342504,32.36946223,35.73432292,36.62853454,36.8578409,37.88081796,37.63559341,39.93871337,41.96763686,49.07840136,46.6367368,23.56764373,23.53571904,23.59091362,23.31860465,23.31869304,24.45066825
Czech Republic,CZE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.94031896,16.82275025,15.85840271,15.26385534,14.73277937,14.29020152,14.74527332,14.2419172,14.60495052,14.52000535,14.85443725,14.45016778,14.25174925,13.46596406,14.00922121,13.62208886,12.44784637,12.91770569,13.06661436,13.46926101,,
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,10.82506092,10.96086611,10.51500995,10.08302773,10.20896071,10.53070957,10.53311266,10.41930126,10.32161956,10.09493194,9.831625343,9.787434645,10.22956262,10.23570846,9.975626997,10.12293532,9.853756441,10.28965366,9.869626192,11.67388277,11.80060402,11.47579423,11.67312284,11.45196116,10.87301175,10.69910375,10.81576431,11.479408,11.66384752,10.92510953,10.78197068,10.95640698,10.38910077,10.59881957,10.81462446,11.27234674,11.39089057,11.55803404,11.115788,11.44177839,11.5728567,11.54710332,11.53519798
Djibouti,DJI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08196663,17.58377362,17.76747313,18.97918035,20.27902435,22.93,23.5199241,25.08787346,24.85044462,24.26949281,24.59864966,23.03545052,23.10687023,,
Denmark,DNK,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,29.34333006,29.17913555,29.33154488,26.86662202,26.58971674,27.13499378,28.17366499,28.62639868,28.63055643,28.27661657,27.32377207,28.01736618,29.22387753,30.71751573,32.84721273,32.29973617,32.57011999,31.54324524,29.75741333,29.18384475,29.52943874,30.89829988,31.56381439,31.66085117,31.87990522,31.74705203,32.04667164,31.92657394,31.59409064,30.16725822,30.11725548,30.14086853,31.30845504,33.06028917,31.85177983,35.0846013,33.49450891,33.33729161,32.96072274,32.96107732,33.33043755,34.79910902,
Dominican Republic,DOM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,13.85296634,13.43882004,14.42097348,16.08090417,13.26365372,12.53733241,11.25586461,11.03149758,10.50972688,10.10595872,8.282269904,9.044305161,10.12642328,9.691245651,11.28189611,11.2446212,11.70088678,12.38459241,10.29679048,7.598561081,10.94609106,11.244406,10.64530084,10.72988647,10.40702928,11.65569034,11.70218849,11.75652438,12.32108316,13.76042878,13.61029776,11.94702128,12.89308922,14.55017166,14.83691149,14.91862638,14.20105866,12.68393059,12.23423473,12.25208714,13.07312389,13.826449,
Algeria,DZA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69379806,28.59951727,30.60700381,31.60844644,25.02681415,27.01772521,36.92831374,32.04551116,31.52490531,27.5820532,26.80399609,30.76546944,40.750393,37.43101167,45.2529353,35.14290262,34.40276877,37.18585281,,,
East Asia & Pacific (excluding high income),EAP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.636853906,10.04933065,10.53916496,10.79184313,10.80327941,10.68550219,10.90517303,,,
Early-demographic dividend,EAR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28403574,13.82548175,14.09715475,12.67058225,13.21329892,13.64415666,13.76937479,14.41572518,13.23990438,13.12653162,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,12.00600497,12.8492162,12.90366344,11.50810104,11.29948881,11.18803535,10.88602826,11.55805602,12.23315286,12.79121021,12.99856244,12.7469804,12.86107962,13.10487231,12.63348451,13.45126933,13.73054575,13.53030292,14.07296671,14.09396063,12.7439941,12.48302549,,,,,,,,,,,,11.97215603,12.32093294,12.43871892,12.00018551,11.3053728,11.3296489,11.73071087,,,
Europe & Central Asia (excluding high income),ECA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,13.4209616,14.31318681,13.17063332,14.72230841,16.26579203,16.66193316,16.51178962,14.59270725,14.33869919,15.2689533,,13.93806901,10.80096922,11.34561411,11.72819518,,,,,,,,,,,,,,,,,,,,,17.19653271,17.18957071,15.5287847,15.69132187,16.07130093,16.03744565,15.62943938,15.79459132
Europe & Central Asia,ECS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,16.46101906,15.62687567,15.94607376,15.7608197,16.34848037,16.42456661,16.3269215,16.28080279,16.78170486,17.0941647,17.42034444,17.44884307,17.55838553,17.86899711,18.01871006,17.81974772,18.01283767,18.10748708,18.27047543,18.94964752,18.73153526,18.1932756,18.35648458,18.51539538,18.75045941,19.34067548,19.73858847,20.13472448,20.20655243,19.77980866,19.24448317,19.02520282,18.94923333,19.39320535,20.08772612,20.16582222,19.64543312,18.49233553,18.85402336,18.93171755,19.17163009,19.3130585,19.45589204
Ecuador,ECU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.585101024,10.84803034,16.70980417,22.03996693,22.29778768,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.18837469,14.90412065,18.48023005,18.76417526,19.04742857,17.62303922,17.46294682,15.96464836,,,,,13.4077593,13.34994012,13.83597775,14.0686351,15.82951271,15.34985231,15.32052485,15.66136058,14.13007625,14.0086354,12.52022214,,
Euro area,EMU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,13.89445356,14.0790343,14.16525811,13.865696,14.54721731,14.66525737,14.78416772,14.83789972,15.32324777,15.38556776,15.61348054,16.0318248,16.17264563,16.27102949,16.74670118,16.8124702,17.02410004,17.31379042,17.20724535,18.03699543,18.0144174,17.61248252,17.48947584,17.18887017,17.38948629,17.84358711,18.14742769,18.65892985,18.52023674,18.20766656,17.75127427,17.65544525,17.44642095,17.67456402,18.59085547,18.72830928,18.16053532,17.50982629,17.8820295,17.92595128,18.46895792,18.6678123,18.69269486
Eritrea,ERI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,8.983202591,9.346240322,8.604191324,8.786012752,9.046360315,8.924648645,9.52536735,9.696494955,9.696534475,9.995230842,9.252777072,10.66741562,10.6184703,12.6194591,14.46931043,15.60794643,15.43889477,16.77351112,15.75359564,15.81994096,16.06509665,14.9225371,15.14791234,15.90836358,15.88898998,15.66859506,15.8349006,16.10439564,16.23226306,15.85783557,15.00371019,14.62154251,14.95530635,15.65026016,16.11083222,16.69909614,13.24763238,10.99335146,12.97449471,12.4674308,13.44776732,12.9406209,12.21118752
Estonia,EST,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.223984893,1.411762865,1.165398611,1.143625638,1.058718256,1.006280893,0.989203839,1.025164271,1.036294436,1.063934474,0.992556306,1.034694212,1.045015878,0.949562137,1.085944022,1.010890371,0.986860245,1.02548458,1.031121666,
Ethiopia,ETH,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.639189666,7.450608324,5.600781003,5.91191031,7.678250936,8.429521526,8.952488388,10.52276441,11.26214538,10.88481898,,8.083871673,9.709831679,9.116895507,9.680762203,8.724416385,8.262845855,7.812529666,7.814144254,6.581181381,8.16344108,9.209358617,,,
European Union,EUU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,16.39816511,15.56364601,15.92408917,15.69694829,16.24550355,16.30166021,16.21869276,16.22294118,16.98227332,17.27356792,17.60188723,17.72876749,17.89849984,18.20515299,18.34543276,18.17298159,18.39399308,18.53851695,18.72799404,19.43344413,19.17556987,18.64719922,18.73149243,18.9022582,19.08362305,19.64998709,20.17491191,20.65328835,20.64114733,20.20815574,19.66789901,19.45320156,19.37608817,19.66173439,20.44089123,20.57438519,20.10166283,18.99261946,19.4706372,19.56906977,19.95552582,20.18728394,19.93921913
Fragile and conflict affected situations,FCS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,21.74936567,21.98738845,21.33243522,22.1430188,24.68373448,24.20252726,22.40203851,21.17203895,21.44218796,22.51159236,22.14782617,22.31982943,22.72225237,23.46176126,23.95645878,22.654269,24.1794522,24.63738114,24.40489789,24.42169458,24.86347655,22.40884245,23.10378987,20.70057632,21.91575544,22.63080424,22.72627968,22.38584023,24.27304952,21.91871196,22.49674622,22.08433123,21.85112035,21.83262667,21.45538601,21.12024611,20.54968484,18.95773605,18.7049706,20.13267706,20.2609701,20.74329442,20.77040747
Fiji,FJI,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75707071,21.87169442,21.60100769,21.41066825,21.49565933,22.20614241,21.2021419,,,,,,,,22.19001559,21.34806423,23.18702332,,,,,,,,
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,18.6031781,17.7802602,18.80930939,17.66460468,18.78493327,18.1882702,18.20423439,18.77417109,19.23057983,19.30367994,19.53477318,19.37558969,19.49522624,19.57859212,19.58145251,19.7818108,19.12503269,18.81587734,18.64433018,18.82498968,18.371536,18.28346396,18.97990875,19.30305061,20.21621192,20.92543195,22.86550543,23.45921164,23.24751246,23.25011378,22.45149628,21.99887874,22.05850032,22.21681082,22.50733435,22.09747799,21.99594158,20.68068511,21.91689588,21.82302198,22.57374352,23.26337805,23.3182599
